epoch,tr_loss,tr_acc,loss,acc,f1m,f1w,recm,cm,lr
1,0.6241507050719591,0.804028678729942,0.9947218076855529,0.6862745098039216,0.6330954019034515,0.6229442791908645,0.6944444444444443,"[[0 4 1 0 1 3]
 [0 6 0 0 0 3]
 [0 0 7 0 1 0]
 [0 0 0 7 1 0]
 [0 0 2 0 6 0]
 [0 0 0 0 0 9]]",0.0009999753262144805
2,0.12039464697134947,0.9658586548310003,0.5624931700089398,0.803921568627451,0.7917397660818714,0.786343309253526,0.8101851851851851,"[[3 2 1 0 1 2]
 [0 8 0 0 0 1]
 [0 0 7 0 1 0]
 [0 1 0 7 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009999013075636806
3,0.07355507421754008,0.9791737794469102,0.5261205972409716,0.8431372549019608,0.8475598719019772,0.8470584140088785,0.8425925925925926,"[[8 0 0 0 0 1]
 [0 7 0 0 0 2]
 [0 0 7 0 1 0]
 [1 0 0 6 1 0]
 [1 0 0 0 7 0]
 [0 0 0 0 1 8]]",0.0009997779521645793
4,0.046047545034666036,0.9894161829976101,0.5022831044945062,0.8235294117647058,0.8187831988982884,0.819125072810946,0.8217592592592592,"[[6 0 1 0 0 2]
 [0 8 0 0 0 1]
 [0 0 7 0 1 0]
 [0 0 0 8 0 0]
 [1 0 1 0 4 2]
 [0 0 0 0 0 9]]",0.0009996052735444863
5,0.036321102386196145,0.9900990099009901,0.3514949603407991,0.8823529411764706,0.8812363834422658,0.8816320645905422,0.8819444444444443,"[[8 0 1 0 0 0]
 [0 7 0 0 0 2]
 [0 0 7 0 1 0]
 [0 0 0 8 0 0]
 [1 0 1 0 6 0]
 [0 0 0 0 0 9]]",0.0009993832906395582
6,0.02742293628696422,0.99453738477296,0.371861567976428,0.8823529411764706,0.8837535014005601,0.8808699950568462,0.8842592592592592,"[[6 0 1 0 0 2]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [2 0 0 0 6 0]
 [0 0 0 0 0 9]]",0.000999112027792722
7,0.01832194090240561,0.99624445203141,0.29169294296526443,0.9215686274509803,0.9225217864923746,0.9225938741509676,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.0009987915147510059
8,0.014945089073642483,0.9972686923864801,0.2775283654530843,0.9019607843137255,0.9016311202843711,0.9017559035998302,0.9027777777777777,"[[7 1 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 7 0 1 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 0 9]]",0.0009984217866622768
9,0.016238345083176134,0.99556162512803,0.3069782747941859,0.9019607843137255,0.9013071895424837,0.9005767012687428,0.9027777777777777,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 1 0 0 6 0]
 [0 0 0 0 1 8]]",0.0009980028840713858
10,0.013838088465488865,0.99692727893479,0.2464527067016153,0.9019607843137255,0.9029139433551198,0.903114186851211,0.9027777777777777,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 7 0 1 0]
 [0 0 0 8 0 0]
 [1 0 0 0 7 0]
 [0 0 0 0 1 8]]",0.0009975348529157226
11,0.010963036417840294,0.9965858654831,0.33265739474810807,0.8823529411764706,0.8890211640211642,0.8859788359788362,0.8865740740740741,"[[7 0 0 0 0 2]
 [0 7 0 0 0 2]
 [0 0 7 0 1 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.000997017744520178
12,0.013476639584765047,0.9959030385797201,0.27492646142548205,0.8627450980392157,0.8612313612313612,0.8580482698129758,0.8657407407407408,"[[5 1 1 0 0 2]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 6 1]
 [0 0 0 0 0 9]]",0.0009964516155915146
13,0.010896052963129945,0.99795151928986,0.23177449434411293,0.9215686274509803,0.9225217864923746,0.9225938741509676,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.000995836528212149
14,0.010449384295592418,0.99795151928986,0.3341427042203791,0.8823529411764706,0.8840872606352482,0.8829077210519571,0.8865740740740741,"[[7 0 1 0 1 0]
 [0 7 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.0009951725498333441
15,0.007611992270452028,0.99863434619324,0.24344168369676553,0.8823529411764706,0.882480506822612,0.8816678133241601,0.8842592592592592,"[[8 0 1 0 0 0]
 [0 7 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 0 1 0 6 0]
 [0 0 0 0 1 8]]",0.0009944597532678112
16,0.011004338216942125,0.9965858654831,0.200484889979456,0.9215686274509803,0.9235294117647058,0.9225169806484684,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [1 0 0 0 0 8]]",0.0009936982166817265
17,0.005263747816880578,0.99931717309662,0.16099551349293953,0.9215686274509803,0.9198257080610022,0.9212097911059849,0.9212962962962964,"[[8 0 1 0 0 0]
 [0 9 0 0 0 0]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 6 1]
 [0 0 0 0 1 8]]",0.000992888023586158
18,0.005196111813869955,0.99795151928986,0.22799804397657805,0.9215686274509803,0.9225217864923746,0.9225938741509676,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.0009920292628279091
19,0.004401154898623111,0.99965858654831,0.2634946341608085,0.9215686274509803,0.9225217864923746,0.9225938741509676,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.000991122028579774
20,0.003558574312901682,1.0,0.17390291801854676,0.9215686274509803,0.9225217864923746,0.9225938741509676,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.0009901664203302116
21,0.0034154766784855613,0.99965858654831,0.23328987786582872,0.9215686274509803,0.9225217864923746,0.9225938741509676,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.0009891625428724354
22,0.0026226332516098806,0.99931717309662,0.23791143882508373,0.9215686274509803,0.9225217864923746,0.9225938741509676,0.923611111111111,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.0009881105062929212
