epoch,tr_loss,tr_acc,loss,acc,f1m,f1w,recm,cm,lr
1,0.6076865747110131,0.8041237113402062,1.2785929698570102,0.5294117647058824,0.40183204594969296,0.41188470634837415,0.5208333333333334,"[[0 2 0 6 0 1]
 [0 9 0 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 8 0 0]
 [0 2 0 4 1 1]
 [0 0 0 0 0 9]]",0.0009999753262144805
2,0.14806067281579585,0.9567010309278351,0.5121939392650828,0.803921568627451,0.792016806722689,0.7876000073231907,0.8101851851851851,"[[3 1 1 0 1 3]
 [0 8 0 0 0 1]
 [0 0 7 0 1 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 1 8]]",0.0009999013075636806
3,0.08502665194785648,0.9758468335787923,0.30476638236466574,0.9215686274509803,0.9212389634216261,0.9212355908995866,0.923611111111111,"[[7 0 1 0 1 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 7 0]
 [0 0 0 0 0 9]]",0.0009997779521645793
4,0.0662990296931611,0.9814432989690721,0.4335963877977109,0.8235294117647058,0.8173159614723082,0.82071672838382,0.8194444444444443,"[[8 0 0 0 0 1]
 [0 8 0 0 0 1]
 [0 0 7 0 1 0]
 [1 0 1 4 2 0]
 [1 0 0 0 7 0]
 [0 0 0 0 1 8]]",0.0009996052735444863
5,0.05543417245895768,0.9829160530191458,0.30633610486984253,0.8431372549019608,0.8353355737256667,0.8322056138483019,0.8495370370370369,"[[4 1 2 0 1 1]
 [0 8 0 0 0 1]
 [0 0 7 0 1 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009993832906395582
6,0.043225474787302674,0.9873343151693668,0.21462997706497416,0.8823529411764706,0.8845588235294118,0.8813725490196079,0.8865740740740741,"[[6 0 1 0 0 2]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 0 0 0 7 0]
 [0 0 0 0 1 8]]",0.000999112027792722
7,0.030285637613128052,0.9920471281296024,0.19808602274632922,0.9215686274509803,0.9198257080610022,0.9184416250160194,0.9259259259259259,"[[6 0 1 0 1 1]
 [0 9 0 0 0 0]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009987915147510059
8,0.03207869903899082,0.990279823269514,0.2089843770452574,0.9019607843137255,0.9042311661506708,0.9016936805682025,0.9074074074074074,"[[6 0 0 0 2 1]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009984217866622768
9,0.02810721577574473,0.9896907216494846,0.27410513279484766,0.9019607843137255,0.9064814814814813,0.9049019607843137,0.9074074074074074,"[[7 0 0 0 2 0]
 [0 7 0 0 1 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009980028840713858
10,0.030198302135332342,0.9917525773195877,0.2752878823701073,0.9019607843137255,0.903225178960473,0.9025123121143882,0.9027777777777777,"[[7 0 1 0 0 1]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 6 1]
 [0 0 0 0 0 9]]",0.0009975348529157226
11,0.017362532014128736,0.9955817378497791,0.1817233819587558,0.9607843137254902,0.9615411076711387,0.9605860094295716,0.9606481481481483,"[[9 0 0 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 0 0 0 7 0]
 [0 0 0 0 0 9]]",0.000997017744520178
12,0.015886630916718356,0.9964653902798233,0.1859097276248184,0.8823529411764706,0.880141530296329,0.8773404098481499,0.888888888888889,"[[5 0 1 0 2 1]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009964516155915146
