epoch,tr_loss,tr_acc,loss,acc,f1m,f1w,recm,cm,lr
1,1.4919753660111739,0.33136094674556216,1.6060233088426812,0.18604651162790697,0.0627450980392157,0.05836753305973553,0.2,"[[0 0 8 0 0]
 [0 0 9 0 0]
 [0 0 8 0 0]
 [0 0 9 0 0]
 [0 0 9 0 0]]",0.0009999753262144805
2,1.109875521010901,0.6863905325443787,1.5851675909618999,0.20930232558139536,0.09968253968253968,0.09272794389073459,0.225,"[[8 0 0 0 0]
 [7 0 2 0 0]
 [7 0 1 0 0]
 [9 0 0 0 0]
 [6 0 3 0 0]]",0.0009999013075636806
3,0.8168662380890028,0.7041420118343196,1.4885495762492336,0.4186046511627907,0.3419047619047619,0.33433001107419713,0.43611111111111106,"[[8 0 0 0 0]
 [0 0 6 0 3]
 [3 0 5 0 0]
 [8 0 0 1 0]
 [3 0 2 0 4]]",0.0009997779521645793
4,0.65525742889156,0.8047337278106509,1.2479679889457171,0.813953488372093,0.8065162907268171,0.8063764061316081,0.8166666666666667,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [2 0 6 0 0]
 [0 0 0 9 0]
 [3 2 0 0 4]]",0.0009996052735444863
5,0.6976881820774643,0.6804733727810651,1.0215603473574617,0.6511627906976745,0.6198450672134882,0.6187164528657797,0.6583333333333334,"[[8 0 0 0 0]
 [0 2 4 0 3]
 [2 0 5 1 0]
 [0 0 0 9 0]
 [3 0 2 0 4]]",0.0009993832906395582
6,0.3957392732067221,0.8875739644970414,0.6982487149016802,0.9302325581395349,0.9328654970760233,0.9312933496532029,0.9305555555555556,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 0 7 0 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.000999112027792722
7,0.37020785815617036,0.8875739644970414,0.5855946222016978,0.8372093023255814,0.8362057103543172,0.8354273165814674,0.8388888888888889,"[[8 0 0 0 0]
 [0 6 2 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 1 0 7]]",0.0009987915147510059
8,0.3440580459741446,0.8698224852071006,0.4627005513324294,0.9069767441860465,0.9071010860484545,0.9061024654659906,0.9055555555555556,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009984217866622768
9,0.32333453731424006,0.8875739644970414,0.43385725589685664,0.9069767441860465,0.9113725490196078,0.9088007295941632,0.9083333333333332,"[[8 0 0 0 0]
 [0 7 0 0 2]
 [0 0 7 0 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009980028840713858
10,0.27459133059315427,0.893491124260355,0.40672304741171905,0.9069767441860465,0.9071010860484545,0.9061024654659906,0.9055555555555556,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009975348529157226
11,0.2725686296908813,0.893491124260355,0.42650197688923325,0.8837209302325582,0.8810976158344579,0.8809339986818566,0.8805555555555555,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 0 5 1 2]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.000997017744520178
12,0.26137130473845105,0.9171597633136095,0.39545511506324593,0.8837209302325582,0.8826006191950464,0.8817913456692348,0.8833333333333332,"[[8 0 0 0 0]
 [0 7 1 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009964516155915146
13,0.2429200627747372,0.9289940828402367,0.38443301860676254,0.8837209302325582,0.8801619433198381,0.8799548065153942,0.8805555555555555,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 1 5 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.000995836528212149
14,0.1846688851361444,0.9349112426035503,0.42317698584046476,0.9069767441860465,0.9071010860484545,0.9061024654659906,0.9055555555555556,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009951725498333441
15,0.1578781283598327,0.9467455621301775,0.44563397002774613,0.9069767441860465,0.9071010860484545,0.9061024654659906,0.9055555555555556,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009944597532678112
16,0.18040285748842905,0.9289940828402367,0.4371221204136693,0.9069767441860465,0.9071010860484545,0.9061024654659906,0.9055555555555556,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009936982166817265
17,0.1544491276585844,0.9467455621301775,0.49533939361572266,0.8604651162790697,0.8512280701754384,0.8520603835169319,0.8555555555555555,"[[8 0 0 0 0]
 [0 8 0 0 1]
 [0 1 4 1 2]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.000992888023586158
18,0.16061480735709682,0.9289940828402367,0.38855178411616836,0.8837209302325582,0.8826006191950464,0.8817913456692348,0.8833333333333332,"[[8 0 0 0 0]
 [0 7 1 0 1]
 [0 0 6 1 1]
 [0 0 0 9 0]
 [0 1 0 0 8]]",0.0009920292628279091
