epoch,tr_loss,tr_acc,loss,acc,f1m,f1w,recm,cm,lr
1,0.6115424110872433,0.7984092155787164,1.7488746082081514,0.23529411764705882,0.16515151515151513,0.16916221033868092,0.24074074074074073,"[[1 0 0 8 0 0]
 [0 3 0 6 0 0]
 [0 0 0 8 0 0]
 [0 0 0 8 0 0]
 [0 0 0 8 0 0]
 [0 0 0 9 0 0]]",0.0009999753262144805
2,0.1553618369999,0.9566648381788261,0.5259120049429875,0.8235294117647058,0.8237523956951202,0.8220971980123318,0.8240740740740741,"[[6 3 0 0 0 0]
 [0 7 0 0 0 2]
 [0 0 6 1 1 0]
 [0 0 0 7 1 0]
 [1 0 0 0 7 0]
 [0 0 0 0 0 9]]",0.0009999013075636806
3,0.08385671871176344,0.9758639605046626,0.4326970314278322,0.8235294117647058,0.8226575983928925,0.8186311957938256,0.826388888888889,"[[5 2 1 0 0 1]
 [0 7 0 0 0 2]
 [0 0 7 1 0 0]
 [0 0 0 8 0 0]
 [1 0 0 0 6 1]
 [0 0 0 0 0 9]]",0.0009997779521645793
4,0.06419321693157143,0.9791552386176632,0.40874578321681304,0.8235294117647058,0.8196817615935262,0.8198215887662255,0.8240740740740741,"[[5 2 0 1 1 0]
 [0 9 0 0 0 0]
 [0 0 6 1 1 0]
 [0 0 0 8 0 0]
 [2 0 0 0 6 0]
 [0 0 0 0 1 8]]",0.0009996052735444863
5,0.04671775426018781,0.9868348875479978,0.32304686015727474,0.9019607843137255,0.9013071895424837,0.9016019479687299,0.9027777777777777,"[[8 0 1 0 0 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 0 1 0 6 0]
 [0 0 0 0 1 8]]",0.0009993832906395582
6,0.04927849083591214,0.9835436094349973,0.4157292988954806,0.8431372549019608,0.8398692810457516,0.83839548891452,0.8472222222222223,"[[5 1 1 0 2 0]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 0 1 0 6 0]
 [0 0 0 0 1 8]]",0.000999112027792722
7,0.041399081007721036,0.986286341195831,0.3725624972698735,0.8823529411764706,0.8861842105263157,0.8834107327141382,0.8842592592592592,"[[8 0 0 0 0 1]
 [0 7 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [2 0 0 0 6 0]
 [0 0 0 0 1 8]]",0.0009987915147510059
8,0.0341431276093161,0.9917718047174986,0.19709837436676025,0.8627450980392157,0.8624011007911937,0.8577672555090148,0.8680555555555557,"[[5 2 0 0 1 1]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 0 0 0 7 0]
 [0 0 0 0 1 8]]",0.0009984217866622768
9,0.03395641643556016,0.9887547997805815,0.3793080279640123,0.8823529411764706,0.8821733821733821,0.8797672915319974,0.8819444444444443,"[[7 0 0 0 0 2]
 [0 8 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [2 1 0 0 5 0]
 [0 0 0 0 0 9]]",0.0009980028840713858
10,0.023689755911413157,0.9936917169500823,0.5163996593624938,0.8627450980392157,0.8613134142545907,0.8564874315739368,0.8703703703703706,"[[5 1 1 0 1 1]
 [0 7 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009975348529157226
