epoch,tr_loss,tr_acc,loss,acc,f1m,f1w,recm,cm,lr
1,1.7478645899716545,0.2696078431372549,1.7868155007268869,0.17647058823529413,0.049999999999999996,0.05294117647058823,0.16666666666666666,"[[0 0 0 0 0 9]
 [0 0 0 0 0 9]
 [0 0 0 0 0 8]
 [0 0 0 0 0 8]
 [0 0 0 0 0 8]
 [0 0 0 0 0 9]]",0.0009999753262144805
2,1.362098150393542,0.49019607843137253,1.7493440240037208,0.17647058823529413,0.05084745762711865,0.05383848454636092,0.16666666666666666,"[[0 0 0 0 0 9]
 [0 0 0 0 0 9]
 [0 0 0 0 0 8]
 [0 0 0 0 1 7]
 [0 0 0 0 0 8]
 [0 0 0 0 0 9]]",0.0009999013075636806
3,1.047630811438841,0.6225490196078431,1.5815522881115185,0.6666666666666666,0.6682295482295482,0.6673159520218344,0.6597222222222222,"[[6 1 0 0 0 2]
 [0 6 0 0 0 3]
 [4 0 4 0 0 0]
 [1 1 0 5 1 0]
 [1 1 0 0 4 2]
 [0 0 0 0 0 9]]",0.0009997779521645793
4,0.7973799717192557,0.7549019607843137,1.2504716573977004,0.7647058823529411,0.7622113393852524,0.7586310109328013,0.7685185185185185,"[[4 1 0 0 3 1]
 [0 6 0 0 0 3]
 [0 0 8 0 0 0]
 [1 0 0 5 2 0]
 [0 0 0 0 7 1]
 [0 0 0 0 0 9]]",0.0009996052735444863
5,0.6593414708679798,0.7696078431372549,0.8832475005411634,0.8823529411764706,0.8828081232492996,0.8795188663700775,0.8865740740740741,"[[7 0 0 1 1 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 7 1]
 [0 0 0 0 0 9]]",0.0009993832906395582
6,0.585271088516011,0.8137254901960784,0.6779080454040977,0.7647058823529411,0.7536258948023654,0.755193057615203,0.7615740740740741,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [1 0 2 4 1 0]
 [0 1 1 0 5 1]
 [0 0 0 0 0 9]]",0.000999112027792722
7,0.5347069016858643,0.8431372549019608,0.49229052020054237,0.8431372549019608,0.8462962962962962,0.8416122004357297,0.8495370370370369,"[[6 1 0 0 2 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 7 1]
 [0 0 0 0 1 8]]",0.0009987915147510059
8,0.49104582503730176,0.8578431372549019,0.4519534999249028,0.8235294117647058,0.8218706645951227,0.8203205200473458,0.8240740740740741,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 1 7 0 0]
 [0 1 1 0 5 1]
 [0 0 0 0 0 9]]",0.0009984217866622768
9,0.4148864600003934,0.8823529411764706,0.3685050682694304,0.9019607843137255,0.903505291005291,0.900280112044818,0.9050925925925926,"[[8 0 0 0 1 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 7 1]
 [0 0 0 0 0 9]]",0.0009980028840713858
10,0.4074995716412862,0.8823529411764706,0.3467191165568782,0.9215686274509803,0.923611111111111,0.9212962962962964,0.9259259259259259,"[[8 0 0 0 1 0]
 [1 7 0 0 0 1]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.0009975348529157226
11,0.38632160658929865,0.9019607843137255,0.4026789273701462,0.8431372549019608,0.8407790466613996,0.8381166443450181,0.8449074074074074,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 1 1 0 5 1]
 [0 0 0 0 0 9]]",0.000997017744520178
12,0.34277018817032084,0.8921568627450981,0.3229576150576274,0.9019607843137255,0.9034235916588856,0.9002032185423189,0.9050925925925926,"[[8 0 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 7 1]
 [0 0 0 0 0 9]]",0.0009964516155915146
13,0.2851153230842422,0.9068627450980392,0.33463701021437553,0.8823529411764706,0.882010582010582,0.8800497976968564,0.8842592592592592,"[[8 0 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 6 1]
 [0 0 0 0 0 9]]",0.000995836528212149
14,0.27963583375893386,0.8872549019607843,0.3967878409460479,0.8235294117647058,0.8215983334404386,0.8200321694129744,0.8240740740740741,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 1 7 0 0]
 [1 0 1 0 5 1]
 [0 0 0 0 0 9]]",0.0009951725498333441
15,0.3160625742930992,0.8823529411764706,0.2918448857232636,0.9215686274509803,0.921677559912854,0.9182237600922721,0.9259259259259259,"[[8 0 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 0 9]]",0.0009944597532678112
16,0.23650440544474358,0.9117647058823529,0.3094735811738407,0.8431372549019608,0.8405067155067155,0.8378282937106467,0.8449074074074074,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [1 0 1 0 5 1]
 [0 0 0 0 0 9]]",0.0009936982166817265
17,0.17947803203966103,0.9607843137254902,0.34190251079260137,0.8823529411764706,0.8841970121381886,0.8798456637556984,0.8865740740740741,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 7 1]
 [0 0 0 0 0 9]]",0.000992888023586158
18,0.24060672755334891,0.9117647058823529,0.3180537007602991,0.8627450980392157,0.8627840024898847,0.859692242910236,0.8657407407407408,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 6 1]
 [0 0 0 0 0 9]]",0.0009920292628279091
19,0.2241565523778691,0.9362745098039216,0.3045487742798001,0.9019607843137255,0.902224515537209,0.8987798215261337,0.9074074074074074,"[[8 0 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 0 0 8 0]
 [0 0 0 0 1 8]]",0.000991122028579774
20,0.19352009249668495,0.9558823529411765,0.33517687402519525,0.8627450980392157,0.8627840024898847,0.859692242910236,0.8657407407407408,"[[7 1 1 0 0 0]
 [1 6 0 0 0 2]
 [0 0 8 0 0 0]
 [0 0 0 8 0 0]
 [0 0 1 0 6 1]
 [0 0 0 0 0 9]]",0.0009901664203302116
